id,class
18134,6
38751,1
307,7
36370,9
53486,8
37977,0
49460,5
1261,4
11095,2
19964,6
13512,7
41531,4
53021,7
3739,4
22609,6
46188,5
38696,0
43034,9
52749,6
6055,2
39040,3
59275,3
59658,1
7797,8
58433,4
47358,6
41473,4
56101,0
1780,8
12232,5
39070,8
47230,2
40936,2
4501,8
2917,3
11292,1
46735,6
22628,1
46540,2
38532,1
21477,1
49861,4
50651,8
26508,0
33571,7
29428,1
54652,6
18460,2
31474,8
17912,2
56872,8
23125,6
33916,6
50151,0
16721,7
40956,2
26538,5
626,9
5877,6
33937,1
15659,9
27891,8
29534,5
39995,8
43997,3
47499,2
11956,4
51581,9
38600,9
6659,8
8987,1
55549,4
43759,3
39727,6
23817,8
59322,3
14539,4
17554,1
28256,3
11258,8
44561,1
29,7
32259,8
8685,6
36943,1
10712,1
27536,6
26376,1
39822,9
26401,1
30417,3
35210,6
25634,9
8834,2
8574,1
403,5
2935,0
5248,8
32199,8
199,2
22383,6
34092,3
20161,0
59688,1
16430,6
14569,2
27326,0
53872,8
25229,7
53739,4
24418,2
42628,9
52159,8
35380,9
17284,6
16236,1
30217,5
38275,2
15574,1
53041,1
49122,3
51793,5
57280,7
50128,9
8097,2
33371,3
30425,0
27310,5
31869,1
3963,1
48328,6
3025,5
11203,2
29020,6
43979,6
5860,9
34207,7
1406,5
55578,8
59230,1
13263,4
41239,9
15853,2
46830,2
8654,9
48959,4
935,8
57232,5
57173,3
57746,0
828,4
28655,4
51182,4
55271,1
3323,3
14146,9
48418,4
43707,7
32464,6
50008,8
30813,3
51188,1
55360,2
8883,2
2955,0
45807,7
42741,2
29879,4
19627,6
36126,5
37994,7
48326,1
16987,0
55735,7
8604,7
2604,1
35853,0
11158,6
22960,4
39929,2
30447,4
38976,1
37413,5
58364,4
24722,2
19828,6
10536,5
35744,3
48124,7
28410,5
12323,1
26712,0
54494,7
26654,6
19429,5
52030,9
53679,7
30192,6
41309,7
13044,0
14734,1
33442,0
24832,6
13751,0
9490,8
52430,8
20069,4
54924,2
30013,8
12002,6
41550,8
19880,1
38041,4
33450,6
17549,0
8727,2
27743,4
11145,4
1908,3
59714,2
19066,6
1755,2
20573,9
46211,3
17799,9
42946,9
8139,8
12716,0
35664,6
19698,6
14490,2
59789,4
22887,5
40843,0
29147,6
20301,7
34502,0
56881,8
28232,1
27582,1
48741,1
20949,6
47368,4
42577,9
2627,3
48670,0
7115,8
24494,9
1353,7
8250,0
4291,1
42694,6
17985,6
11498,7
54365,7
24462,2
6780,2
52986,6
52444,1
55065,0
14306,9
38969,9
48662,3
32313,0
33190,1
34038,1
815,5
2699,8
12160,9
34459,7
24142,3
30128,6
55135,6
39883,6
3557,2
19686,0
54402,3
53457,3
55407,8
29540,0
56322,8
3668,4
27883,2
59032,6
41087,2
53874,3
51170,4
25500,7
25545,8
29004,2
55503,0
31785,0
29182,3
28465,5
55519,8
53053,5
38931,5
38167,3
35230,8
44757,7
1697,1
37839,1
10528,2
38132,4
57891,6
27164,9
1867,5
59291,5
24328,1
55470,3
41080,2
19554,0
51369,1
25682,4
42900,8
59814,9
19083,5
28792,1
19186,5
12743,1
31013,5
41326,9
32539,3
19519,2
27392,7
55774,4
41972,7
18102,0
24646,8
34744,4
4838,4
23452,5
10836,6
22753,7
22832,0
12669,9
2187,7
28891,8
365,2
26996,8
49031,6
7625,3
33599,9
32395,7
32448,4
47136,8
44879,6
20136,6
25143,8
30760,3
8507,8
59988,7
23217,9
10496,7
7360,2
10320,4
12910,9
20805,3
23514,5
6801,8
49203,5
42256,6
4190,1
30379,3
57929,1
46155,7
44459,4
36012,7
27538,4
47690,0
6288,8
3090,9
57135,4
37442,6
51157,5
58773,1
52594,7
54446,5
18252,3
34512,1
51005,1
19904,7
17049,0
17263,2
21381,3
2374,1
4531,6
53216,9
42712,8
21528,2
7663,7
31955,6
56236,0
35436,1
24652,7
58707,3
43765,9
45123,9
57309,9
747,1
14498,1
50967,9
5180,4
41816,1
22016,7
24911,9
57058,1
15157,1
51964,8
42827,5
3876,0
20,4
7895,2
37677,0
53123,3
52313,0
7933,2
36530,7
25930,5
31639,0
22661,2
34769,9
55038,3
13505,5
17306,7
17312,5
10922,1
2539,0
56960,1
39494,0
4434,8
59163,8
43718,9
16632,6
14265,6
56380,4
40784,7
53032,4
55923,3
39580,7
52918,6
47127,7
48399,4
59906,5
46333,4
14308,6
2038,5
36707,3
52102,6
5102,3
2690,5
47984,2
2695,1
30350,6
56472,7
11885,8
27468,7
32530,1
27623,7
53935,9
54900,0
41521,5
18199,6
31053,5
57735,3
5738,3
11347,6
45169,2
31890,2
45973,7
51296,5
12308,8
10418,6
47321,2
54847,6
13061,2
10672,6
24991,9
44208,0
5650,7
48481,1
18952,8
30707,0
49536,5
44590,7
31538,3
37054,3
39207,0
22304,3
56438,7
4703,4
24249,2
55933,2
13275,2
24329,1
26085,8
59841,6
35322,6
42759,0
29648,5
15765,0
7562,6
19956,6
26969,7
7190,8
15216,3
55397,1
16441,1
36121,8
40807,7
28097,5
59772,4
36524,0
46271,9
46325,4
24054,9
21028,0
59256,0
11035,8
32918,2
25906,6
8632,2
31673,8
11285,3
43772,5
40415,7
55219,6
43266,0
7976,3
28479,1
22885,4
13223,4
36477,9
20977,7
50763,7
47710,2
25994,2
30804,9
12540,5
44315,6
25780,2
54794,2
49543,8
31839,1
9562,1
2327,0
48130,9
45332,2
14844,9
37149,8
24225,0
28830,6
13961,1
59539,2
38145,3
58635,7
36555,3
57868,3
29412,7
50090,4
53063,5
13152,8
43634,4
55526,2
44530,4
18037,7
50743,7
24,1
47681,1
10759,7
49739,0
58669,6
15185,2
17305,1
58338,9
50646,1
19689,0
48533,5
58436,4
22914,1
31557,6
40804,9
10629,2
48277,2
28306,8
12148,3
19654,2
36808,9
37044,6
58179,9
31453,4
1283,5
22897,0
31150,2
5238,3
37491,2
42790,7
53365,3
10129,1
45618,7
20931,6
51147,0
27935,2
54154,9
52474,5
26292,0
21063,7
44359,1
20404,7
6922,9
38465,1
33589,3
20625,0
58976,5
2522,7
23393,4
5431,8
26552,5
54102,0
28548,6
51020,9
6452,6
2668,8
19160,5
47129,1
11983,5
39427,5
11951,3
39208,5
18656,1
22981,0
59535,3
46559,6
9834,0
21894,7
36596,4
36919,0
39625,5
55231,3
40762,9
52519,4
30219,8
34961,2
55853,8
23592,4
919,1
14540,7
35163,1
55869,3
22269,2
32099,7
14747,6
2824,2
27476,4
48846,4
21901,6
1503,6
15557,1
36538,9
29518,1
50531,4
26198,5
9203,2
55584,6
45325,4
39299,2
6712,5
1123,1
8583,4
9552,0
52838,4
27707,1
8246,3
2284,9
58928,2
27533,9
23520,2
16563,0
23049,6
35051,2
56648,4
15907,3
19396,5
31223,4
18788,6
27263,5
43341,7
24088,7
44361,9
41503,9
27429,0
58959,7
52645,6
647,4
3628,1
36791,4
20726,4
24305,9
697,4
30873,6
17032,1
6140,7
2437,1
9757,2
32298,0
47361,3
57889,2
15599,8
23504,0
16087,1
45803,1
42190,6
23813,0
6117,0
41233,3
4643,7
55656,0
55655,2
22014,3
6195,5
16976,6
51309,4
58389,3
5362,9
22396,5
29860,0
2042,3
58188,7
13158,7
39502,5
52266,5
33861,1
56871,3
34759,1
57424,3
42598,2
2826,0
25069,2
42219,2
33433,1
11732,9
30880,2
52245,0
38905,9
40576,4
7512,8
42303,3
35727,5
21835,9
45969,9
57113,2
29565,9
23362,0
17846,1
14416,6
2009,0
15531,7
31563,4
13892,1
5734,4
16086,1
28070,6
29488,0
4800,6
16576,2
53190,9
32057,2
21139,5
8196,7
3551,1
47808,6
39097,2
47823,4
7466,0
41748,1
11891,9
40946,4
9052,7
50548,8
25020,2
897,4
13165,5
13362,9
24252,5
46095,7
15453,3
5428,1
25673,6
52235,7
2473,0
25620,8
49415,7
2885,5
25915,3
50381,2
56975,3
46970,9
15743,3
47426,3
6099,2
45638,2
25386,0
9347,9
39847,7
24647,1
48687,5
52744,7
46776,8
50732,7
28911,9
7172,5
12924,3
46021,9
49791,3
9917,6
9123,6
21341,3
12412,1
14641,6
44206,8
31664,3
39793,8
56912,1
51613,3
53965,4
21513,0
16688,8
33950,7
42791,3
36061,6
53311,6
28893,1
51863,9
2285,8
23852,1
29253,5
14016,1
34700,6
24196,3
46858,7
130,3
1039,5
23069,2
1262,2
24502,7
59871,7
12327,4
57297,6
4274,4
20034,5
6144,2
41296,0
15391,2
10940,7
8268,7
26903,0
23081,8
35663,0
28527,3
16386,3
28581,8
3481,9
16634,0
3202,9
19084,2
45793,9
39264,8
26421,1
44670,9
47083,2
14476,3
48378,2
17670,6
32517,6
50540,5
9198,7
46688,7
56496,4
7423,7
59387,1
6491,9
38267,8
41479,7
54151,5
44562,7
48961,4
50513,8
18505,0
10737,4
42126,2
9627,2
51828,0
51350,4
18676,5
13162,7
3279,8
9108,4
50257,0
25400,8
43798,7
47693,0
5415,2
59739,7
48977,1
37921,0
52414,4
47459,9
7237,1
31402,5
10556,1
28017,1
9467,7
5112,8
55563,9
57702,7
47796,1
6248,7
56909,7
41828,6
55975,6
39674,4
37613,2
36412,0
41208,5
7296,4
28855,0
6587,7
12804,5
31781,8
4637,8
13014,8
12235,8
25747,5
46551,2
35857,0
57729,9
58636,8
56531,7
37014,1
35190,3
18181,6
57808,2
18647,1
48236,1
33850,1
5017,9
47655,3
53112,8
322,9
33906,2
11506,8
23220,7
27298,6
2946,5
21518,7
17307,7
58153,4
22510,0
11020,7
2640,9
28089,4
23892,1
32049,4
11098,6
32677,1
4084,8
34440,0
19669,0
43240,2
48015,4
51890,3
47066,8
20908,4
54186,7
14038,1
42114,3
57993,8
59309,8
55647,7
31864,1
38173,4
30797,5
22011,3
22260,6
56810,1
47755,9
35057,5
34029,8
44036,1
33636,8
33233,2
13273,1
19672,4
56323,9
1892,6
11235,7
30134,4
5765,9
7393,1
2720,3
11620,0
22578,3
50439,9
49624,6
37727,2
55921,9
15229,7
3105,2
26286,5
10517,7
11443,2
48034,2
28453,2
33546,8
10574,2
31788,3
41715,1
52568,7
1920,2
22340,9
13777,0
7615,2
51679,5
34550,4
6069,3
39595,3
4436,4
39005,8
39860,2
6704,0
8308,9
15188,6
21422,9
40729,7
14675,0
19442,3
44099,5
24443,7
4449,3
10364,1
47700,7
41998,7
56100,2
39094,8
14972,4
17244,8
11660,7
9393,1
8156,1
57118,8
19556,2
54880,5
21552,1
18883,9
28710,8
11507,5
43057,9
37301,9
10953,3
3355,9
48998,3
13276,5
48406,8
36151,4
47720,3
22861,2
45794,4
57301,1
21844,6
20643,1
7979,8
33051,4
4422,7
59855,2
24869,4
2343,5
50401,3
18483,4
6689,4
3435,3
1438,2
49030,9
31941,4
9367,5
43741,8
18994,8
14045,3
47357,5
1520,6
52784,2
57698,3
54882,7
32501,5
15017,0
29346,9
28283,9
27029,8
4136,3
3760,9
57881,6
23776,2
23451,7
24124,2
25455,8
53978,5
12542,0
48500,3
45962,1
10296,7
17953,6
49878,1
18922,2
38531,4
58699,9
1716,1
27369,6
59375,3
54649,0
20160,2
33700,5
31104,6
36611,7
12464,7
56092,9
16491,3
33967,2
34478,5
58518,8
47629,5
30721,1
45502,1
17523,4
23526,7
9261,5
48204,8
31789,2
877,4
40405,2
31857,0
59281,2
48861,7
21649,8
57586,0
26030,5
46973,9
21626,5
25293,4
59310,6
5794,9
48436,4
34470,1
12231,6
54406,3
52780,1
33430,7
27760,5
32329,8
51004,7
12031,7
15865,1
15070,5
427,0
22238,3
1464,8
15803,1
5682,6
52133,0
23239,3
25807,2
45268,2
19440,1
43358,9
30149,0
56836,1
36404,7
12324,0
5718,9
55765,0
59894,7
34696,8
11155,3
17014,6
25329,2
18058,6
19780,7
15313,4
54795,2
57468,3
49645,3
20771,8
23117,2
39972,5
33200,5
3806,0
1197,1
2631,6
40910,4
17874,6
43778,0
47345,9
4480,5
23577,6
18716,6
48787,7
48191,2
28040,5
31269,3
40727,8
34647,7
58661,4
10468,1
16578,4
5207,3
8590,6
4926,0
38523,0
45996,1
21795,3
29607,7
31978,2
17340,7
49942,4
32640,2
28401,8
28667,0
48785,4
40136,9
25671,3
29368,0
4226,7
56705,4
50465,1
2253,0
56767,6
50613,3
4206,9
53871,1
58701,7
39,6
4395,7
7307,8
53058,1
1807,1
30762,2
35741,9
53501,7
50286,3
26117,0
27500,5
8395,3
9210,6
9244,6
44770,1
2891,4
59443,9
17477,1
55257,3
1420,5
39996,5
22867,5
18740,8
20312,7
16038,5
53881,0
43024,7
42753,5
3456,1
913,8
59619,1
55506,5
33646,1
44113,1
4776,0
1916,0
47968,5
12062,7
19795,4
12752,2
32697,5
41808,5
10585,3
27528,1
47756,0
51994,5
49940,4
40224,4
14867,5
27051,8
9525,1
16674,1
11705,3
26869,4
53774,8
35844,6
47324,0
977,6
23256,6
53223,3
47142,2
51495,5
31817,4
51371,5
3623,6
15710,1
42062,7
26683,9
53316,5
45966,0
15995,6
24950,8
9673,9
12456,0
24583,7
42920,8
49183,3
39217,1
15333,8
42106,9
54695,7
25763,8
32063,1
51955,5
44712,4
47221,7
58889,1
53444,0
47407,1
30228,2
26740,2
28217,4
56471,1
53277,6
16309,2
53757,3
26663,9
4506,3
13392,1
31596,3
32254,5
56199,9
43451,5
53779,7
9582,7
59913,2
47902,0
46658,8
22670,4
59299,3
20435,7
24338,3
14061,1
58650,4
7761,1
50488,7
42725,7
17057,4
27361,9
35417,7
38526,1
30089,1
22456,4
19610,5
35439,6
38499,1
33270,8
315,1
25877,7
4508,3
40074,0
38872,4
41421,2
37464,3
52499,4
50901,2
36626,1
3957,4
16453,3
14407,9
53469,0
43265,0
6185,3
867,3
57565,6
56135,9
54888,3
12503,3
11184,4
49220,0
20216,9
46630,7
56604,7
47042,0
19252,4
34960,6
13784,5
27906,7
17428,4
50047,7
44200,8
32857,9
6891,8
18019,1
43117,2
34698,6
48734,8
47611,6
1102,0
28120,7
56895,7
385,2
44294,4
966,3
45986,6
53043,8
9091,4
2767,1
593,1
26620,0
6564,9
29483,3
1332,7
6093,8
3777,0
28952,5
29462,5
29724,9
29826,7
22598,3
32898,9
48992,7
13553,4
38894,3
34982,7
47134,9
34875,4
52987,2
10184,9
56766,0
13001,1
10165,9
37577,6
35254,4
9762,8
42574,4
51291,8
58359,5
50007,3
57073,0
12245,3
12008,0
16055,9
59350,3
50694,4
32802,4
9140,3
27255,5
10178,7
40057,5
37042,3
1407,2
50143,7
33383,1
17837,4
19261,0
1661,3
46080,8
51713,9
53585,2
10531,0
39115,0
29126,8
59523,1
32547,5
2413,8
55320,4
15233,3
35110,2
42497,9
4047,0
24524,3
39370,9
58741,1
46769,7
36928,1
5065,2
44922,4
55533,6
24960,5
35205,6
7370,2
33555,5
33217,6
37223,3
3421,6
58926,1
12959,6
49992,5
57561,8
21755,6
3797,1
16353,5
42507,4
20112,9
14830,8
18336,6
33893,8
40534,5
51695,3
35525,0
14477,8
26268,1
25791,4
47935,1
43898,7
54601,9
742,4
57710,5
30126,1
40820,0
1775,0
31967,7
4782,4
36316,7
28932,2
40575,3
53381,0
38437,7
6726,6
42667,6
23995,2
29177,0
29524,5
10804,5
1128,0
55236,1
49251,4
49850,4
24657,8
2333,0
52555,9
48836,9
14874,1
164,4
34801,9
6768,0
50043,3
29854,4
36935,9
45423,5
31426,9
8241,3
2085,2
49270,5
12518,6
27863,9
34068,8
37964,2
42312,5
18259,1
29478,0
22565,5
59775,6
46381,5
3525,5
42199,3
21144,3
55954,4
35443,2
17069,7
5987,3
15206,5
14014,8
15474,3
45464,2
37693,7
34712,3
56572,1
21454,0
16769,6
7925,0
12818,5
27590,1
23258,6
25369,2
30806,8
12291,4
24068,5
44525,2
57056,3
44354,6
18561,9
42156,1
43098,5
56873,7
18645,0
6212,2
27116,9
38165,5
57458,7
13986,4
21502,2
40232,7
28642,7
57955,8
553,1
5215,8
44507,8
48898,2
7244,5
10422,8
36090,0
26,4
22135,1
41627,0
59900,4
39334,0
24512,3
27018,1
11392,3
51608,2
42002,1
11146,8
49569,1
52983,8
42431,5
18369,8
17923,0
9797,3
29109,7
33829,6
27668,5
2842,8
16590,6
37687,4
25063,9
33531,9
16112,5
37340,6
1054,7
6914,7
17140,7
13831,3
50970,8
42427,7
514,5
39226,6
54198,8
15081,7
22036,2
15559,0
44791,4
40594,6
15792,7
24387,9
40197,9
1641,8
8587,4
33119,4
5851,7
31297,0
19912,7
5957,1
1852,2
10399,1
5922,3
58223,0
41245,0
5123,1
39333,9
32636,8
21413,0
36848,0
4108,0
57885,7
33097,8
54174,3
40247,3
28708,6
3168,8
13925,2
31631,3
33132,3
55548,3
3521,3
46528,8
1768,6
55368,8
40973,1
32347,7
8198,7
30876,4
34544,9
30136,3
58693,8
24381,2
10602,1
27478,3
52522,4
30942,9
59540,6
34343,6
14294,9
7465,0
35483,2
20554,9
49988,9
8749,2
12448,6
35976,5
46361,7
50145,9
24185,9
58357,5
43953,8
10050,7
32340,4
39113,7
23788,1
57867,7
7739,5
26813,8
35680,0
12615,4
40897,1
48821,6
5841,2
14062,8
54566,5
21001,3
47857,8
24694,9
20214,7
7005,2
37578,3
42518,1
18834,7
10140,0
56674,0
53722,3
9409,6
7271,0
55922,0
56686,0
24698,0
34785,8
42414,5
26067,4
16545,1
47736,0
1978,5
55353,3
13840,1
7314,7
49217,8
22000,3
16266,8
46210,1
47597,8
36438,9
26356,7
17836,2
37847,3
41049,5
50687,8
30814,9
39875,4
33208,3
47389,0
50430,5
58095,7
10900,3
33752,1
19714,0
18582,4
40367,6
201,1
49620,8
34475,2
33676,7
57757,0
11168,7
36376,0
18687,3
58821,2
37629,1
12853,6
38266,5
49077,3
51740,5
30619,7
33742,6
15344,0
57683,9
39135,8
37770,7
42895,4
39507,2
48415,3
4786,5
14599,5
49699,6
4625,5
22101,5
21373,6
6797,4
44330,6
58321,5
2719,1
2487,6
42272,4
25021,7
53543,6
3659,2
43138,9
46879,7
46105,2
33271,7
34762,1
34236,8
37867,9
46216,8
42825,4
25208,3
58332,9
41487,1
40916,7
30239,8
3548,4
57285,7
32044,3
3286,0
28359,3
20328,8
46793,8
5177,5
41876,6
2673,7
16116,5
33874,0
20689,9
24035,2
42311,9
34910,8
51778,6
4829,4
10499,8
47889,5
58209,4
8825,4
25647,8
1713,8
17119,9
54549,0
3545,1
17994,9
39904,3
17197,8
29604,8
16898,6
33020,0
30014,2
1291,9
44991,5
22121,6
43134,0
12556,1
38869,7
56140,0
39451,1
32265,6
95,0
22723,3
22974,4
11000,6
16098,4
54072,7
51543,3
14268,1
46519,8
9315,1
49487,8
48616,9
29400,9
1700,1
48125,7
5870,3
37241,2
24287,4
46221,3
58350,0
44855,9
24098,2
27430,9
9240,1
7357,4
21851,8
13359,9
7085,7
12429,9
22526,8
54091,5
49410,3
22165,9
34428,4
5492,9
50892,3
45064,4
5096,0
25193,6
54750,5
44169,7
49917,2
13612,2
11860,0
52145,6
25282,3
54806,2
24048,8
29076,5
13529,7
48179,3
36324,3
44062,7
43727,0
34732,7
34519,0
54310,1
19080,0
55281,2
5612,0
8917,0
53680,9
36407,5
4456,9
10045,0
17924,8
51244,8
28180,7
23809,0
43379,6
4414,2
9363,3
31,8
46402,4
18517,6
48983,5
34372,8
9016,6
11727,2
38578,6
43479,2
44998,4
10132,9
11831,7
37382,0
15854,0
42459,9
8794,3
49318,3
1611,3
47415,6
24866,4
29202,7
52895,5
14840,0
20251,4
37574,5
44785,1
14630,5
51641,6
43661,9
48485,3
16499,5
2228,3
39749,7
15249,0
7483,3
12863,7
31278,1
31385,7
17776,7
2384,8
37935,9
49637,8
23597,5
19825,5
49518,0
4544,9
21939,3
39171,2
53215,6
25186,8
36879,2
59803,8
35773,7
4945,7
1868,0
460,9
34358,0
34484,2
22438,8
27674,6
45859,8
26045,9
33750,1
9969,9
29434,1
9201,6
18982,6
50754,9
25817,7
42374,0
45463,8
10928,4
1467,5
9000,6
22066,1
5538,9
18212,0
11093,1
11745,9
45838,2
35066,3
22802,5
55124,4
24619,1
33141,9
27537,2
17508,0
20801,0
54837,2
58847,4
25692,8
47054,1
42675,2
56366,5
47493,3
25263,9
27449,6
45346,2
39110,4
2586,0
38104,6
52306,8
39535,7
7290,8
18783,2
10451,5
2348,7
42861,2
35766,5
55737,3
45304,9
50962,2
24453,6
22592,6
8294,0
37786,3
6078,9
21811,1
2442,8
6215,4
27766,9
47861,8
15082,1
21696,6
12840,9
14814,7
19831,4
29567,1
45084,9
11134,1
52591,7
32990,3
22125,9
26908,8
55196,6
11940,8
25665,6
25679,5
54233,5
48745,4
50776,6
11143,1
18966,7
15301,5
52737,5
30415,8
12329,3
38245,3
59298,2
2660,3
7054,7
42540,8
31242,5
49980,7
30109,7
52153,2
36176,6
56218,7
59748,9
54404,0
20795,7
51596,6
43517,3
23316,8
29661,7
51475,6
12194,4
25784,4
1121,3
23981,5
13397,0
21791,1
14132,2
48699,2
27960,3
19816,1
20405,8
39348,7
59104,3
12481,2
14953,1
17822,4
44800,1
18583,1
2914,0
21576,0
35242,8
23297,0
29180,9
44607,9
52530,1
47220,6
58282,7
51603,1
22902,9
31162,8
13893,9
47105,9
10052,3
55151,3
53189,0
55251,0
32297,2
22711,7
14898,7
21253,1
29500,2
11062,6
9561,3
44870,6
32921,1
39163,9
44626,7
16968,9
20049,0
15508,0
45066,0
20050,9
18825,7
22163,8
58946,3
7524,1
27412,5
30856,6
11890,8
41498,5
2766,7
5121,6
40195,8
9230,3
36652,8
55899,2
27318,0
1391,2
33308,9
19408,6
48974,3
43423,0
27525,2
56761,3
2694,2
48749,6
16768,6
57475,2
17553,3
11892,6
22257,6
11775,9
59592,7
46069,0
49680,1
44854,9
56073,3
5315,3
32375,8
59991,2
36648,8
25959,6
18949,5
5537,8
40734,3
20011,4
3830,2
9572,2
15401,6
24787,3
36993,9
20517,2
42523,6
37471,7
23830,6
43757,4
1320,3
14612,1
15250,3
25146,8
26979,0
26104,1
22911,7
14912,6
4915,2
28892,8
4536,6
34701,3
55955,1
42149,9
13569,1
52692,3
43298,3
55668,7
7824,8
23600,6
40783,7
49248,2
22869,6
53761,1
18194,6
49997,8
12788,4
33052,9
46882,3
39876,8
38064,9
34203,3
50169,9
18824,7
51611,8
16059,8
34812,6
45052,5
29040,1
39361,4
32550,0
2515,5
12027,8
57887,0
26950,9
5275,0
41909,1
46511,6
47440,1
58577,9
31632,4
58133,6
166,4
21805,8
47660,8
55794,5
29679,1
38745,8
11374,8
24363,6
9504,9
10791,5
49215,8
32047,9
35581,4
33994,4
25164,3
54853,0
44489,9
26038,0
20513,9
19210,2
21674,2
56235,8
56049,2
41156,0
11497,6
5988,2
51897,8
48780,0
19245,2
1815,1
35277,7
28992,0
18559,8
9764,8
51149,1
21735,0
51047,4
45221,1
19269,9
6373,6
4357,8
55309,7
27156,6
50814,2
25595,1
48953,4
30791,2
54899,4
51426,1
10372,0
22949,0
40700,7
52767,5
9826,2
54708,1
21721,0
12099,8
30638,6
12319,6
45491,5
6415,3
11706,5
4716,2
9853,2
443,1
12239,0
53192,4
24217,5
53095,6
12424,2
20920,9
54335,9
11240,0
30960,3
11794,0
21395,8
49170,8
58507,7
49294,3
43045,0
35109,1
50941,6
59425,2
12034,4
40883,3
15648,0
32872,2
48494,8
55609,1
4322,2
54435,7
14105,4
185,7
35062,5
34876,9
16392,1
57029,6
22171,7
59058,9
19979,0
25170,4
46193,9
47980,6
34601,6
33065,2
33061,9
14507,5
15685,5
16123,2
11898,7
3419,5
48651,7
20734,9
7358,0
37443,3
20851,4
37833,7
5150,4
28132,3
45377,3
24856,0
57825,7
41662,2
20297,4
49016,8
23047,3
48525,2
36164,1
56178,9
9293,3
4008,0
9249,2
30198,4
44207,1
23586,0
17323,9
55494,7
47709,1
5771,5
26312,2
16008,9
401,6
25111,5
8355,0
32109,0
38739,5
55682,0
50393,8
44144,8
37122,8
24421,5
27226,9
36995,1
18304,1
27924,1
7213,7
35553,7
14511,0
58465,3
4313,9
29636,3
56369,8
14731,6
48133,6
22120,1
55906,2
38163,1
47777,1
29175,2
38505,7
26834,9
56595,4
51457,6
47263,0
38941,1
37282,6
2913,6
34334,1
12390,7
51927,7
8960,2
10633,4
17253,3
52498,1
48994,6
25127,3
14271,1
29957,1
57895,9
50602,5
52375,3
9205,5
31266,5
33007,2
11870,6
24852,8
10268,1
18693,2
2408,3
14921,6
9574,6
34380,6
11334,7
46747,1
33813,8
10950,6
1493,6
9343,7
20772,1
28704,6
1732,9
49697,1
20252,3
52172,5
38893,0
54,9
53412,3
7001,7
52804,0
17905,0
32467,8
16164,5
47722,0
58537,5
5620,5
42670,7
59160,5
55356,5
41573,3
33806,9
52465,8
25308,7
32970,9
31247,2
5817,9
6635,6
34326,2
57022,1
22603,0
7398,6
33960,6
35758,2
7527,7
3361,5
27249,6
56432,7
24005,7
34030,8
6654,1
20386,7
30434,0
11645,3
44608,3
25469,7
15671,7
3428,7
23839,6
51392,5
473,0
47514,3
19467,4
2102,7
39942,9
21384,8
24402,5
44610,7
17211,9
1444,2
53462,8
33932,4
20468,4
51498,5
19238,3
35304,4
33751,6
6534,8
12162,9
50522,9
40750,8
27459,8
44546,3
27032,3
42348,1
3718,7
26594,9
11362,1
59449,9
57906,1
45591,5
54140,3
15970,9
49010,9
10166,9
53429,0
14340,2
27284,1
42088,3
41872,7
18909,0
23339,4
26123,3
47087,0
35411,6
55026,8
50696,0
34144,4
21110,8
43466,3
274,6
44535,4
33057,7
26880,3
7894,0
33867,7
38269,7
58411,3
30216,5
29908,7
5837,6
30991,5
52613,0
54125,2
10213,6
10717,9
2612,7
20935,5
58608,9
28395,5
18646,3
14200,3
29960,4
35673,4
19163,9
25012,8
9044,5
6975,6
28575,7
25138,2
27413,2
49243,0
48366,6
5365,6
49948,3
31344,5
43103,3
32804,3
7111,6
46582,0
42672,7
58657,8
17987,0
17297,9
28007,9
56484,4
33923,0
41402,5
54287,7
46097,4
20051,3
58112,9
28804,1
18802,3
44733,5
24026,8
52328,9
16287,1
31564,3
52031,1
45386,0
25326,8
3559,6
16975,0
4418,3
28235,1
41840,9
559,8
40005,3
28929,2
46698,9
36766,6
33561,4
2140,9
10326,0
37950,0
17757,2
28366,2
11132,6
44179,6
30178,6
4833,4
33028,3
10855,6
50338,1
39049,1
48139,3
12217,0
12958,8
53404,0
26457,0
14576,6
15071,5
16864,8
33283,3
3118,5
37310,6
13272,1
39889,9
37945,4
39678,3
37776,8
54610,6
2821,9
46212,2
1685,4
27609,0
5414,5
41540,2
50094,1
39710,0
17467,3
45939,0
19296,2
10604,0
6190,2
21648,4
35019,9
15913,9
4942,1
37251,4
49698,7
29653,3
28787,2
6098,3
30205,9
3316,9
7076,8
19675,3
53723,9
53835,2
50930,0
243,7
14322,8
23292,7
56790,6
57795,0
47293,4
55908,5
34639,0
49137,3
30586,0
27688,9
16101,8
24407,3
40687,8
26703,9
12498,3
34874,1
25600,1
26482,6
41619,3
25086,4
39010,7
24106,5
27680,2
30970,2
44496,4
22026,2
43671,1
48549,2
42779,4
19665,8
15586,7
16510,3
54823,6
5277,3
26258,0
27416,5
53363,4
36788,0
39909,3
26477,2
7372,0
57559,4
7344,2
23188,4
21391,1
56728,1
9758,9
46552,1
45213,4
43685,0
13737,6
51011,7
20127,8
40950,4
27406,7
3221,6
13797,9
10644,3
22195,9
39549,9
35847,8
12839,0
36059,5
14058,9
36112,2
47457,9
48177,1
10322,3
24689,0
27654,9
4337,6
19473,7
55229,5
24717,0
28096,4
45773,4
38222,5
54622,3
56083,2
52552,1
36866,6
33904,0
4941,5
37539,8
35665,4
29548,6
23009,0
33017,7
513,5
49908,2
32122,7
19156,0
44983,4
749,4
57033,9
22201,8
2700,2
42400,9
29411,6
49404,3
36368,1
